Fecha,Día,Hora,Tipo_Contenido,Archivo,Estado,Contexto_Nota,Experiment_ID,Mother_Day_Check,Caption_Propuesto,Tipo_Copy,Instagram_Decision,Instagram_Motivo
2026-08-18,Martes,17:00,Reuse_Top,260644 - Universe.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre,😒 #UniverseSentMe,Emoji_Minimo,FB + IG selectivo,Clean reaction format; suitable for a small IG image test.
2026-08-18,Martes,19:00,Nueva,2608032 - Kiri - Para romper el echizo tendras que besarla en los labios.jpeg,Candidato_Editorial,Romance y beso; noche. Asignación visual propuesta; requiere aprobación antes de producción/programación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — definir después de aprobar el asset visual; no repetir texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-19,Miércoles,10:00,Reuse_Top,260515 - Universe.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre,🫠 #UniverseSentMe,Emoji_Minimo,FB + IG selectivo,Relatable Universe piece; candidate for image test.
2026-08-19,Miércoles,11:00,Nueva,2608061 - Fantasma - acaso parezco alguien que quiere ser genial.jpeg,Candidato,Humor seco/relatable; media mañana. Asignación visual propuesta; requiere aprobación antes de producción/programación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — definir después de aprobar el asset visual; no repetir texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-19,Miércoles,13:30,Reuse_Top,260560 - Fantasma.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre,Esperando octubre… 👻 #UniverseSentMe,Frase_Corta,FB + IG prioritario,Fantasma has documented traction; strongest IG image candidate.
2026-08-19,Miércoles,16:00,Nueva,2608031 - Maeve+Silvio - Risas falsas.jpeg,Candidato,Fatiga social; tarde. Asignación visual propuesta; requiere aprobación antes de producción/programación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — definir después de aprobar el asset visual; no repetir texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-19,Miércoles,17:00,Nueva,2608035- Maeve - La necesidad de enloquecer.jpeg,Candidato,Estrés y desborde; tarde. Asignación visual propuesta; requiere aprobación antes de producción/programación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — definir después de aprobar el asset visual; no repetir texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-19,Miércoles,19:00,Nueva,2608040- Wilfred - el universo me susurro en sueños.jpeg,Candidato,Sueños/intución nocturna; noche. Asignación visual propuesta; requiere aprobación antes de producción/programación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — definir después de aprobar el asset visual; no repetir texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-20,Jueves,10:00,Nueva,2608048 - Universe - Inalcanzable para todos.jpeg,Candidato,Coqueteo ligero; mañana tardía. Asignación visual propuesta; requiere aprobación antes de producción/programación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — definir después de aprobar el asset visual; no repetir texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-20,Jueves,11:00,Nueva,,PENDIENTE_GENERAR,Dejar vacío hasta generar y aprobar meme nuevo; no rellenar con reuse improvisado,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — 1–2 emojis que reaccionen al remate visual; no repetir el texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-20,Jueves,13:30,Reuse_Top,260659 - Universe.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre,🤨 #UniverseSentMe,Emoji_Minimo,FB,Keep as Facebook-first until IG baseline improves.
2026-08-20,Jueves,16:00,Nueva,2608056 - Wilfred - Analize tu contexto.jpeg,Candidato,Respuesta ácida con lenguaje fuerte; tarde. Asignación visual propuesta; requiere aprobación antes de producción/programación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — definir después de aprobar el asset visual; no repetir texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-20,Jueves,17:00,Reuse_Top,260508 - Universe.jpg,Propuesto,Reuse reubicado desde 2026-08-20 16:00 para evitar reuse consecutivo.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,🫣 #UniverseSentMe,Emoji_Minimo,FB + IG selectivo,"Short, legible, low-copy visual."
2026-08-20,Jueves,19:00,Nueva,2608041 - Maeve+kael - No me averguenza amar.jpeg,Candidato_Editorial,Romance textualmente denso; noche. Asignación visual propuesta; requiere aprobación antes de producción/programación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — definir después de aprobar el asset visual; no repetir texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-21,Viernes,10:00,Nueva,,PENDIENTE_GENERAR,Dejar vacío hasta generar y aprobar meme nuevo; no rellenar con reuse improvisado,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — 1–2 emojis que reaccionen al remate visual; no repetir el texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-21,Viernes,11:00,Reuse_Top,260635 - Universe.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre,🙂‍↔️ #UniverseSentMe,Emoji_Minimo,FB + IG selectivo,Reaction-led visual; suitable for controlled image test.
2026-08-21,Viernes,13:30,Nueva,2608049 - Elara - Tibio tu cafe.jpeg,Candidato,Romance ácido; mediodía/tarde. Asignación visual propuesta; requiere aprobación antes de producción/programación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — definir después de aprobar el asset visual; no repetir texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-21,Viernes,19:00,Reuse_Top,260614 - Universe.png,Propuesto,Reuse movido de viernes 17:00 a 19:00 para igualar el patrón del sábado.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,Analizando mi propio caos. 🧐 #UniverseSentMe,Frase_Corta,IG secundario,Readable but text-heavy; test only after priority candidates.
2026-08-22,Sábado,10:00,Nueva,,PENDIENTE_GENERAR,Slot liberado por ajuste de separación entre reuse; pendiente de generación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — 1–2 emojis que reaccionen al remate visual; no repetir el texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-22,Sábado,11:00,Reuse_Top,260589.png,Propuesto,Reuse reubicado desde 2026-08-22 10:00 para evitar reuse consecutivo.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,😌 #UniverseSentMe,Emoji_Minimo,FB,Neutral candidate; do not spend IG testing capacity first.
2026-08-22,Sábado,13:30,Nueva,2608063 - Universe - Larga vida a esas mujeres.jpeg,Candidato_Editorial,"Doble sentido sexual; sábado mediodía, requiere aprobación. Asignación visual propuesta; requiere aprobación antes de producción/programación.",EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — definir después de aprobar el asset visual; no repetir texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-22,Sábado,19:00,Reuse_Top,260510 - Universe.png,Propuesto,conversación nocturna; reservar para tarde/noche,EXP-2026-08-CAL-01,No_Día_de_la_Madre,🌙 #UniverseSentMe,Emoji_Minimo,FB + IG selectivo,Night-context piece; possible Sunday/evening IG test.
2026-08-23,Domingo,10:00,Nueva,,PENDIENTE_GENERAR,Dejar vacío hasta generar y aprobar meme nuevo; no rellenar con reuse improvisado,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — 1–2 emojis que reaccionen al remate visual; no repetir el texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-23,Domingo,13:30,Reuse_Top,Universe - Existencial 260508.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre,💔 #UniverseSentMe,Emoji_Minimo,FB,Keep Facebook-first; emotional context is not enough evidence for IG.
2026-08-23,Domingo,16:00,Nueva,2608057 - Fantasma - Sabes que me caeria bien.jpeg,Candidato_Editorial,Doble sentido sexual; domingo tarde/noche. Asignación visual propuesta; requiere aprobación antes de producción/programación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — definir después de aprobar el asset visual; no repetir texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-23,Domingo,19:00,Nueva,2608042 - Maeve+kael - Te quiero besiquiar.jpeg,Candidato_Editorial,Romance afectivo; domingo noche. Asignación visual propuesta; requiere aprobación antes de producción/programación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — definir después de aprobar el asset visual; no repetir texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-23,Domingo,22:00,Reuse_Top,260625.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre,El cambio da miedo… quedarse igual también. 😮‍💨 #UniverseSentMe,Frase_Corta,IG prioritario,Strong vertical composition and acidic relatable line.
2026-08-24,Lunes,10:00,Nueva,,PENDIENTE_GENERAR,Slot liberado por ajuste de separación entre reuse; pendiente de generación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — 1–2 emojis que reaccionen al remate visual; no repetir el texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-24,Lunes,11:00,Reuse_Top,260518 - Kael.png,Propuesto,Reuse reubicado desde 2026-08-24 10:00 para evitar reuse consecutivo.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,😏 #UniverseSentMe,Emoji_Minimo,FB,Character-specific; no IG evidence yet.
2026-08-24,Lunes,13:30,Nueva,,PENDIENTE_GENERAR,Dejar vacío hasta generar y aprobar meme nuevo; no rellenar con reuse improvisado,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — 1–2 emojis que reaccionen al remate visual; no repetir el texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-24,Lunes,16:00,Reuse_Top,260607 - Universe.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre,🫠 #UniverseSentMe,Emoji_Minimo,FB,Facebook-first until connector is restored.
2026-08-24,Lunes,17:00,Nueva,,PENDIENTE_GENERAR,Dejar vacío hasta generar y aprobar meme nuevo; no rellenar con reuse improvisado,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — 1–2 emojis que reaccionen al remate visual; no repetir el texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-24,Lunes,19:00,Nueva,2608045 - Kiri+Evan - No te voy a mentir.jpeg,Candidato_Editorial,Romance sugerente; noche. Asignación visual propuesta; requiere aprobación antes de producción/programación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — definir después de aprobar el asset visual; no repetir texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-25,Martes,10:00,Nueva,,PENDIENTE_GENERAR,Dejar vacío hasta generar y aprobar meme nuevo; no rellenar con reuse improvisado,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — 1–2 emojis que reaccionen al remate visual; no repetir el texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-25,Martes,11:00,Reuse_Top,Universe - Existencial 622.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre,😵‍💫 #UniverseSentMe,Emoji_Minimo,FB,Facebook-first.
2026-08-25,Martes,13:30,Nueva,,PENDIENTE_GENERAR,Dejar vacío hasta generar y aprobar meme nuevo; no rellenar con reuse improvisado,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — 1–2 emojis que reaccionen al remate visual; no repetir el texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-25,Martes,16:00,Nueva,,PENDIENTE_GENERAR,Dejar vacío hasta generar y aprobar meme nuevo; no rellenar con reuse improvisado,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — 1–2 emojis que reaccionen al remate visual; no repetir el texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-25,Martes,17:00,Reuse_Top,260613 - Wilfred.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre,Wilfred sabe. 🌲 #UniverseSentMe,Frase_Corta,FB + IG selectivo,Character-led image; test only if visual is immediately legible.
2026-08-25,Martes,19:00,Nueva,2608043 - Maeve - No te pedi que me revivieras.jpeg,Candidato_Editorial,Remate oscuro; noche. Asignación visual propuesta; requiere aprobación antes de producción/programación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — definir después de aprobar el asset visual; no repetir texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-26,Miércoles,10:00,Reuse_Top,260620 - Fantasma.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre,👻 #UniverseSentMe,Emoji_Minimo,FB + IG selectivo,Fantasma is a priority character for discovery.
2026-08-26,Miércoles,11:00,Nueva,2608065 - Fantasma - Pedazo de socrates.jpeg,Candidato,Existencial/ácido; media mañana. Asignación visual propuesta; requiere aprobación antes de producción/programación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — definir después de aprobar el asset visual; no repetir texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-26,Miércoles,13:30,Reuse_Top,260540 - Elara.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre,🔮 #UniverseSentMe,Emoji_Minimo,FB,No IG priority without stronger visual evidence.
2026-08-26,Miércoles,16:00,Nueva,2608058 - Silvio - Tiene que dar tranquilidad.jpeg,Candidato,Ansiedad/contraste humorístico; tarde. Asignación visual propuesta; requiere aprobación antes de producción/programación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — definir después de aprobar el asset visual; no repetir texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-26,Miércoles,17:00,Reuse_Top,260590 - Maeve.png,Propuesto,Reuse reubicado desde 2026-08-28 13:30 para evitar reuse consecutivo.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,😶 #UniverseSentMe,Emoji_Minimo,FB,Facebook-first; no IG priority.
2026-08-26,Miércoles,19:00,Nueva,2608044 - Silvio - Sabra dios cuantos ligues.jpeg,Candidato_Editorial,Humor sobre ligues; noche. Asignación visual propuesta; requiere aprobación antes de producción/programación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — definir después de aprobar el asset visual; no repetir texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-27,Jueves,10:00,Nueva,,PENDIENTE_GENERAR,Dejar vacío hasta generar y aprobar meme nuevo; no rellenar con reuse improvisado,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — 1–2 emojis que reaccionen al remate visual; no repetir el texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-27,Jueves,11:00,Nueva,,PENDIENTE_GENERAR,Dejar vacío hasta generar y aprobar meme nuevo; no rellenar con reuse improvisado,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — 1–2 emojis que reaccionen al remate visual; no repetir el texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-27,Jueves,13:30,Reuse_Top,260573 - Universe.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre,😐 #UniverseSentMe,Emoji_Minimo,FB,Facebook-first.
2026-08-27,Jueves,16:00,Nueva,2608064 - Universe - Quieren hacer pendejo al que nacio asi.jpeg,Candidato,Lenguaje fuerte/ácido; tarde. Asignación visual propuesta; requiere aprobación antes de producción/programación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — definir después de aprobar el asset visual; no repetir texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-27,Jueves,17:00,Reuse_Top,260542 - Universe.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre,🫣 #UniverseSentMe,Emoji_Minimo,FB,Facebook-first.
2026-08-27,Jueves,19:00,Nueva,2608055 - Kiri - Parezco normal.jpeg,Candidato_Editorial,Ansiedad nocturna; noche. Asignación visual propuesta; requiere aprobación antes de producción/programación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — definir después de aprobar el asset visual; no repetir texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-28,Viernes,10:00,Reuse_Top,260527 - Universe.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre,😮‍💨 #UniverseSentMe,Emoji_Minimo,FB,Facebook-first.
2026-08-28,Viernes,11:00,Nueva,,PENDIENTE_GENERAR,Dejar vacío hasta generar y aprobar meme nuevo; el reuse manual queda en reserva para una futura rotación,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — 1–2 emojis que reaccionen al remate visual; no repetir el texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-28,Viernes,13:30,Nueva,,PENDIENTE_GENERAR,Slot liberado por ajuste de separación entre reuse; pendiente de generación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — 1–2 emojis que reaccionen al remate visual; no repetir el texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-28,Viernes,19:00,Reuse_Top,260543 - Evan.png,Propuesto,Reuse movido de viernes 17:00 a 19:00 para igualar el patrón del sábado.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,😬 #UniverseSentMe,Emoji_Minimo,FB,Facebook-first.
2026-08-29,Sábado,10:00,Nueva,,PENDIENTE_GENERAR,Slot liberado por ajuste de separación entre reuse; pendiente de generación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — 1–2 emojis que reaccionen al remate visual; no repetir el texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-29,Sábado,11:00,Reuse_Top,741 - Elara+Maeve.png,Propuesto,Reuse reubicado desde 2026-08-29 10:00 para evitar reuse consecutivo.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,👀 #UniverseSentMe,Emoji_Minimo,FB,Facebook-first; verify character context before IG.
2026-08-29,Sábado,13:30,Nueva,,PENDIENTE_GENERAR,Dejar vacío hasta generar y aprobar meme nuevo; el reuse manual queda en reserva para una futura rotación,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — 1–2 emojis que reaccionen al remate visual; no repetir el texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-29,Sábado,19:00,Reuse_Top,260559 - Universe.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre,🫠 #UniverseSentMe,Emoji_Minimo,FB,Facebook-first.
2026-08-30,Domingo,10:00,Nueva,,PENDIENTE_GENERAR,Dejar vacío hasta generar y aprobar meme nuevo; el reuse manual queda en reserva para una futura rotación,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — 1–2 emojis que reaccionen al remate visual; no repetir el texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-30,Domingo,13:30,Reuse_Top,260650 - Universe.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre,🫣 #UniverseSentMe,Emoji_Minimo,FB,Facebook-first.
2026-08-30,Domingo,16:00,Nueva,,PENDIENTE_GENERAR,Dejar vacío hasta generar y aprobar meme nuevo; el reuse manual queda en reserva para una futura rotación,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — 1–2 emojis que reaccionen al remate visual; no repetir el texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-30,Domingo,19:00,Nueva,2608054 - Maeve - Salgamos a hablar de todo.jpeg,Candidato_Editorial,Romance/afecto; domingo noche. Asignación visual propuesta; requiere aprobación antes de producción/programación.,EXP-2026-08-CAL-01,No_Día_de_la_Madre,PENDIENTE — definir después de aprobar el asset visual; no repetir texto de la imagen.,Emoji_Minimo_Por_Definir,FB primero,"El asset aún no existe; decidir IG después de revisar legibilidad, formato y riesgo editorial."
2026-08-30,Domingo,22:00,Reuse_Top,260528 - Universe.png,Propuesto,historial mayo; revisar contexto antes de programar,EXP-2026-08-CAL-01,No_Día_de_la_Madre,Ya duérmete… 🌙 #UniverseSentMe,Frase_Corta,IG prioritario,"Night-context image; schedule only in evening, never as morning content."
